CAS Number,Name,Formula,Type,UNIFAC,MW,SG6060,TB,Tc,Pc,Vc,OMEGA,CPA,CPB,CPC,CPD,CPE,HFORM25,GFORM25,GIBBSA,GIBBSB,GIBBSC
53193-23-0,1-NONADECANETHIOL,C19H40S,MISC,,300.585,0.0000,645.160,805.290,11.280,1.154,0.8070,0.003789278,0.006069165,-3.35013E-06,7.28047E-10,0,-396.94,137.11,-3.86E-01,1.68E+00,2.37E-07
5332-52-5,1Undecathiol,C11H24S      ,MISC,CH2SH CH3 (CH2)9 ,188.3690033,0.8485,530.598,716.500,20.500,0.706,0.5960,0.0509155,0.00561288,-2.96278E-06,6.1468E-10,-6.4207E-22,-232.04,69.83,-2.25E+02,9.41E-01,1.55E-04
533-98-2,12-BromoC4,C4H8Br2      ,Misc,(CH2)2 CH3 (Br)2 CH ,215.9190063,1.8035,439.497,659.299,47.200,0.377,0.4290,0.0806456,0.00209914,-1.45409E-06,4.07828E-10,1.57327E-21,-99.16,-13.14,-1.36E+02,3.92E-01,1.60E-05
534-22-5,2-M-Furan,C5H6O        ,Misc,,82.10160065,0.9138,337.000,527.000,47.200,0.247,0.2700,-0.11754,0.0047901,-2.63428E-06,1.03191E-09,0,-32.77,-2.36,-3.28E+01,-3.28E+01,-3.28E+01
5343-92-0,12-C5diol,C5H12O2      ,Misc,CH3 (CH2)3 CH (OH)2 ,104.1500015,0.9853,483.148,636.307,43.626,0.354,1.1358,0.0856948,0.00525018,-2.9669E-06,6.5194E-10,3.4034E-20,-450.99,,-4.51E+02,5.65E-01,0.00E+00
535-77-3,m-Cymene,C10H14       ,A,(CH3)2 (ACH)4 ACCH3 ACCH ,134.2220001,0.8655,448.226,666.205,29.385,0.478,0.2885,-0.3023,0.005765,-2.17307E-06,0,0,-29.31,,-2.98E+01,5.31E-01,5.74E-05
535-n-3,m-CYMENE,C10H14,MISC,,134.221,0.8570,448.230,657.000,29.300,0.485,0.3410,0.237332459,0.003679901,8.38989E-07,-2.51779E-09,8.77508E-13,-30.90,130.10,-3.40E-02,5.33E-01,5.21E-08
536-74-3,Ethynyl-BZ,C8H6         ,AU,AC (ACH)5 CH-=C ,102.1259995,0.9347,418.398,655.400,44.000,0.338,0.2390,-0.375451,0.00645158,-5.2566E-06,1.68764E-09,-1.52622E-21,327.25,361.75,3.26E+02,1.13E-01,1.85E-05
538-68-1,n-Pentyl-BZ,C11H16       ,A,(ACH)5 ACCH2 (CH2)3 CH3 ,148.2400055,0.8636,478.549,679.927,26.062,0.555,0.4376,-0.276671,0.00654254,-4.08636E-06,9.79428E-10,7.4715E-20,-33.84,152.93,-3.83E+01,6.23E-01,5.62E-05
538-93-2,i-BBenzene,C10H14       ,A,(CH3)2 CH (ACH)5 ACCH2 ,134.2220001,0.8577,445.937,650.372,30.499,0.478,0.3800,-0.27689,0.00576098,-2.16746E-06,0,0,-21.56,140.20,-2.22E+01,5.39E-01,5.44E-05
539-30-0,E-Bz-Ether,C9H12O       ,Misc,CH2O CH3 ACCH2 (ACH)5 ,136.1940002,0.9533,458.148,662.000,31.100,0.442,0.4332,-0.36495,0.0060818,-3.68622E-06,8.14248E-10,0,-114.99,33.70,-1.15E+02,4.77E-01,5.42E-05
539-82-2,ethyl pentanoate,C7H14O2,MISC,,130.187,,419.250,570.000,27.800,0.449,0.0000,0,0,0,0,0,-505.90,-303.50,,,
539-90-2,i-B-C4oate,C8H16O2      ,Misc,(CH3)3 (CH2)2 CH CH2COO ,144.2140045,0.8638,430.100,602.000,24.500,0.524,0.4773,0.0644893,0.0050311,-2.40845E-06,1.3022E-09,0,-531.01,,-5.34E+02,7.83E-01,4.46E-05
540-36-3,14-F-BZ,C6H4F2       ,Misc,(ACH)4 (ACF)2 ,114.0940018,0.6806,362.000,556.000,44.000,0.299,0.2990,-0.227677,0.00501844,-4.10199E-06,1.29364E-09,0,-307.39,-252.84,-3.09E+02,1.83E-01,1.20E-05
540-42-1,i-B-C3oate,C7H14O2      ,ES,(CH3)3 CH2 CH CH2COO ,130.1860046,0.8888,409.997,582.000,27.600,0.460,0.4597,-0.237499,0.00678396,-5.46516E-06,1.83028E-09,0,-510.37,-311.20,-5.10E+02,6.69E-01,6.11E-05
540-54-5,1-ClC3,C3H7Cl       ,Misc,CH3 CH2 CH2Cl ,78.54190063,0.8687,320.398,501.997,45.700,0.247,0.2350,-0.0426129,0.0046197,-3.19521E-06,9.48896E-10,0,-130.19,-52.51,-1.32E+02,2.63E-01,2.68E-05
540-61-4,AminoActNitl,C2H4N2       ,Misc,,56.06710052,0.8288,425.000,638.000,54.400,0.229,0.4657,0.58584,0.00247106,-1.62108E-07,-8.557E-10,3.16407E-13,117.00,,1.17E+02,1.75E-01,1.76E-05
540-63-6,12C2DiThiol,C2H6S2       ,Misc,(CH2SH)2 ,94.20140076,1.1300,419.200,663.000,53.600,0.209,0.2570,0.397712,0.00218324,-5.32185E-07,-1.82623E-10,7.5709E-14,-9.70,,-9.83E+00,1.14E-01,2.69E-05
540-67-0,M-E-Ether,C3H8O        ,Misc,CH3 CH2 CH3O ,60.09600067,0.7007,280.600,437.799,44.000,0.221,0.2440,0.31085,0.00447084,-1.7067E-06,1.49042E-10,0,-216.59,-117.13,-2.18E+02,3.26E-01,3.27E-05
540-72-7,NASCN,NASCN        ,Misc,,81.0719986,1.8525,600.000,925.000,64.000,0.177,1.9160,0.0697028,0.00363374,-4.31481E-06,2.56981E-09,-6.0327E-13,-735.20,,-7.35E+02,2.74E-01,0.00E+00
540-84-1,224-Mpentane,C8H18        ,PN,(CH3)5 CH2 CH C ,114.2320023,0.6956,372.388,543.960,25.676,0.468,0.3100,-0.364398,0.0085324,-6.84444E-06,3.43946E-09,-7.8103E-13,-224.29,14.21,-2.28E+02,7.91E-01,6.24E-05
540-88-5,tertBC2oate,C6H12O2      ,ACID,CH3COO C (CH3)3 ,116.1600037,0.8716,369.148,545.000,31.700,0.389,0.3396,-0.579922,0.00889916,-9.97443E-06,6.13544E-09,-1.53611E-12,-523.00,-339.00,-5.23E+02,6.04E-01,4.47E-05
5408-86-6,23-BromoC4,C4H8Br2      ,Misc,(CH3)2 (CH)2 (Br)2 ,215.9190063,1.7921,434.200,657.000,47.700,0.371,0.3970,0.0281307,0.00228884,-1.65056E-06,4.71224E-10,6.12535E-22,-102.09,-11.92,-1.39E+02,4.07E-01,1.52E-05
540-97-6,C12C1Cy6Silo,C12H36O6Si6  ,Misc,(CH3)12 (SIO)6 ,444.927002,0.9733,518.150,645.800,9.610,1.610,0.7462,-0.10551,0.0050206,-3.7419E-06,1.5126E-09,-2.83795E-13,-3512.00,,,2.35E+00,0.00E+00
541-02-6,DecMCPentSil,C10H30O5Si5  ,Misc,(CH3)10 (SIO)5 ,370.7730103,0.9649,484.100,619.150,11.600,1.216,0.6658,-0.0164204,0.00447952,-2.57966E-06,4.73132E-10,3.69126E-14,-2707.00,,,1.97E+00,0.00E+00
54105-66-7,1-CYCLOHEXYLUNDECANE,C17H34,MISC,,238.456,0.8170,586.260,761.740,14.290,0.921,0.6460,-0.298197571,0.007340977,-4.23265E-06,9.0826E-10,0,-357.44,115.31,-3.68E-01,1.59E+00,1.04E-07
541-05-9,6C1Cyc3Silox,C6H18O3Si3   ,Misc,(CH3)6 (SIO)3 ,222.4640045,0.9645,408.260,554.200,16.630,0.634,0.4742,0.023986,0.0043448,-2.4897E-06,4.8128E-10,1.9808E-14,-1568.00,0.00,,4.55E+00,0.00E+00
54-11-5,Nicotine,C10H14N2     ,Misc,,162.2400055,1.0103,518.650,754.598,35.010,0.484,0.4629,-0.29785,0.00517382,-2.20951E-06,0,0,-32.77,,-3.28E+01,-3.28E+01,-3.28E+01
541-31-1,3-methyl-1-butanethiol (isopentyl mercaptan),C5H12S,MISC,,104.216,,391.500,604.000,35.000,0.364,0.1910,0,0,0,0,0,-114.60,17.70,,,
541-41-3,EClC1oate,C3H5ClO2     ,Misc,HCOO CHCl CH3 ,108.5240021,1.1434,366.000,508.148,45.000,0.274,0.8350,0.290283,0.00235218,-5.43741E-07,-5.19788E-10,2.36334E-13,-458.00,-364.00,-4.57E+02,3.03E-01,3.27E-05
541-73-1,13-Cl-BZ,C6H4Cl2      ,Misc,(ACH)4 (ACCL)2 ,147.003006,1.2957,446.230,683.950,40.700,0.351,0.2790,-0.0704459,0.00372626,-3.34122E-06,1.51034E-09,-2.73613E-13,25.70,78.58,2.72E+01,1.59E-01,3.71E-05
542-10-9,EthylnDiAcet,C6H10O4      ,Misc,CH3 CH (CH3COO)2 ,146.1430054,1.0704,442.148,627.000,31.400,0.416,0.5263,0.170512,0.001781074,7.83834E-06,-1.39904E-08,6.59925E-12,-812.00,-632.00,-8.13E+02,5.94E-01,4.02E-05
542-55-2,i-B-Formate,C5H10O2      ,ACID,(CH3)2 CH2 CH HCOO ,102.1340027,0.8852,371.398,552.000,38.700,0.352,0.3960,0.19447,0.00395234,-1.40688E-06,-7.25188E-11,0,-436.28,-293.00,-4.35E+02,7.20E-01,5.26E-05
542-88-1,BisCl-M-Ethr,C2H4Cl2O     ,Misc,,114.9589996,1.3276,378.000,579.000,45.800,0.258,0.3239,0.020869,0.0032556,-0.000003219,1.6766E-09,-3.52065E-13,-241.00,-170.00,-2.40E+02,2.22E-01,4.06E-05
542-92-7,13-CC5==,C5H6         ,OC,CH2 (CH=CH)2 ,66.10160065,0.8052,314.648,507.000,51.500,0.225,0.1833,-0.38013,0.00623368,-3.68634E-06,6.18192E-10,1.1854E-13,199.53,172.57,2.00E+02,1.81E-01,2.79E-05
543-49-7,2-Heptanol,C7H16O       ,Misc,(CH3)2 (CH2)4 CH OH ,116.2030029,0.8222,432.350,587.000,30.300,0.432,0.7627,0.422269,0.00583288,-2.96635E-06,5.2028E-10,-4.13038E-22,-355.00,-143.00,-3.56E+02,7.47E-01,2.89E-05
543-59-9,1-ClC5,C5H11Cl      ,Misc,CH3 CH2Cl (CH2)3 ,106.5970001,0.8886,380.200,552.000,33.200,0.364,0.4370,-0.0178799,0.00502232,-3.11601E-06,7.8992E-10,2.26474E-22,-174.89,-36.68,-1.78E+02,4.57E-01,3.88E-05
544-13-8,GltarNitrile,C5H6N2       ,Misc,CH2 CH2CN ,94.11569977,0.9901,559.150,782.000,31.500,0.352,0.6033,0.201331,0.00421392,-2.59219E-06,6.56992E-10,-4.69947E-14,170.00,243.00,1.70E+02,2.38E-01,2.08E-05
544-40-1,B-Sulphide,C8H18S       ,MISC,CH2S (CH2)5 (CH3)2 ,146.2890015,0.8384,455.200,650.000,25.000,0.538,0.3940,0.0995078,0.00504744,-2.25148E-06,3.437E-10,2.33961E-21,-167.32,49.20,-1.61E+02,6.68E-01,1.25E-04
544-55-2,"1 ,3,5-CYCLOHEPTATRIENE",C7H8,MISC,,92.141,0.8820,388.650,593.900,43.340,0.312,0.3240,-0.463441899,0.007447065,-5.94122E-06,1.89123E-09,0,181.88,255.39,1.80E-01,2.46E-01,2.23E-08
544-63-8,nC14oicAcid,C14H28O2     ,Misc,CH3 (CH2)12 COOH ,228.375,0.8604,599.348,756.000,17.000,0.811,1.0254,-0.218066,0.00697604,-5.1612E-06,2.0491E-09,-3.48672E-13,-683.00,-288.00,-6.83E+02,1.33E+00,1.09E-04
544-76-3,n-C16,C16H34       ,PN,(CH3)2 (CH2)14 ,226.4290009,0.7762,559.940,717.000,14.206,0.940,0.7650,-0.0575014,0.00675266,-3.77025E-06,8.17016E-10,-1.23183E-23,-373.59,82.65,-3.82E+02,1.52E+00,1.10E-04
544-85-4,n-DotriC32,C32H66       ,MISC,(CH2)30 (CH3)2 ,450.8760071,0.8167,738.850,855.000,7.500,1.860,1.3765,-0.19171,0.0075016,-5.2746E-06,2.0018E-09,-3.2706E-13,-697.20,,-6.96E+02,3.00E+00,2.48E-04
5451-52-5,n-C10Formate,C11H22O2     ,Misc,(CH2)9 CH3 HCOO ,186.2940063,0.8779,506.000,672.000,19.900,0.697,0.7118,-0.31763,0.0076142,-6.7359E-06,3.352E-09,-7.0045E-13,-552.00,,-5.52E+02,1.04E+00,8.41E-05
5451-92-3,n-C9_Formate,C10H20O2     ,Misc,(CH2)8 CH3 HCOO ,172.2680054,0.8718,487.000,656.000,21.400,0.639,0.6504,-0.32289,0.0075978,-6.8025E-06,3.42036E-09,-7.185E-13,-531.30,,-5.31E+02,9.41E-01,7.69E-05
5454-79-5,ci3-M-CC6ol,C7H14O       ,Misc,CH3 (CH2)4 (CH)2 OH ,114.1880035,0.9211,441.148,617.000,37.700,0.414,0.7042,-0.42663,0.00683018,-3.49155E-06,5.14992E-10,0,-350.89,-152.43,-3.52E+02,1.07E+00,5.49E-05
547-63-7,M-i-C4oate,C5H10O2      ,ACID,(CH3)3 CH COO ,102.1340027,0.8628,365.500,540.799,34.200,0.339,0.3620,0.0425461,0.00447672,-1.92864E-06,1.34599E-09,0,-469.09,-317.00,-4.71E+02,4.94E-01,2.80E-05
547-64-8,Meth_Lactate,C4H8O3       ,Misc,COO OH (CH3)2 CH ,104.1060028,1.0983,417.950,584.000,44.800,0.301,0.7701,-0.29834,0.0068438,-7.3005E-06,4.0892E-09,-8.8525E-13,-594.30,,-5.94E+02,4.29E-01,3.15E-05
551-62-2,1234-F-BZ,C6H2F4       ,Misc,(ACH)2 (ACF)4 ,150.0740051,1.4125,367.500,550.799,37.700,0.313,0.3440,-0.0757348,0.00314512,-1.9991E-06,4.5946E-10,0,-749.49,,-7.49E+02,1.72E-01,2.13E-05
552-30-7,TriMelliticA,C9H4O5       ,Misc,,192.128006,1.4778,663.000,890.000,40.800,0.462,0.9970,-0.37367,0.0048162,-3.9225E-06,1.18756E-09,6.131E-14,-778.00,-636.00,-7.78E+02,4.68E-01,2.87E-05
554-12-1,M-C3oate,C4H8O2       ,ACID,(CH3)2 CH2COO ,88.10700226,0.9207,352.799,530.598,40.000,0.282,0.3500,0.206697,0.00356614,-1.06225E-06,-2.07597E-10,0,-427.49,-311.00,-4.26E+02,3.18E-01,4.60E-05
554-14-3,2MThiophene,C5H6S        ,Misc,CH3 C4H3S ,98.16000366,1.0991,385.700,600.000,48.500,0.275,0.2380,-0.194824,0.0048553,-3.46056E-06,9.86396E-10,7.0241E-21,-83.67,122.93,8.72E+01,1.01E-01,6.19E-05
55505-26-5,i-Decanol,C10H22O      ,Misc,(CH3)2 (CH2)7 CH OH ,158.2830048,0.8287,492.000,644.000,22.800,0.591,0.9130,-0.0737921,0.00654414,-3.88029E-06,9.1378E-10,0,-408.99,-108.00,-4.08E+02,9.88E-01,8.82E-05
555-10-2,bPhellandren,C10H16       ,OC,(CH)2 CH2 (CH3)2 CH2=C CH=CH ,136.2350006,0.8452,447.148,648.000,28.200,0.487,0.3742,-0.795475,0.00969064,-9.28137E-06,4.77532E-09,-1.0091E-12,-5.66,197.00,-6.30E+00,6.65E-01,5.55E-05
55-63-0,NitroGlyceri,C3H5N3O9     ,Misc,,227.0870056,1.6005,523.000,680.000,30.000,0.419,1.1841,-32767,-65534,-98301,-131068,-163835,-270.90,-,-3.28E+01,-3.28E+01,-3.28E+01
556-52-5,23Epoxy1C3ol,C3H6O2       ,Misc,CH2 OH H2COCH ,74.07939911,1.1208,433.650,630.000,59.500,0.216,0.6723,0.1385,0.0037094,-6.3204E-07,-1.3446E-09,6.139E-13,-245.30,,-2.45E+02,2.83E-01,2.85E-05
556-56-9,3-IOD0-1-PROPENE,C3H51,MISC,,167.977,1.8390,375.160,595.810,45.290,0.273,0.2020,0.063901606,0.001807093,-1.36935E-06,4.25356E-10,0,95.81,120.16,6.03E-02,1.61E-01,8.73E-09
556-67-2,OctMCyTrSiln,C8H24O4Si4   ,Misc,(SIO)4 (CH3)8 ,296.6180115,0.9503,448.148,586.500,13.320,0.970,0.5890,-0.0235819,0.00454668,-2.7512E-06,6.18516E-10,-3.25854E-15,-2110.00,0.00,,6.08E+00,0.00E+00
557-17-5,M-P-Ether,C4H10O       ,Misc,CH3 (CH2)2 CH3O ,74.1230011,0.6178,311.700,476.299,37.000,0.274,0.2710,0.28768,0.00457648,-1.52143E-06,-3.85418E-11,0,-237.89,-109.91,-2.40E+02,4.24E-01,3.87E-05
557-91-5,11DiBrEthane,C2H4Br2      ,Misc,(Br)2 CH CH3 ,187.8619995,2.0675,381.150,628.000,60.300,0.276,0.1250,0.098272,0.00141214,-1.21017E-06,5.6084E-10,-1.09135E-13,-40.80,-11.81,-4.09E+01,9.32E-02,1.44E-05
557-98-2,2ClC3=,C3H5Cl       ,Misc,CH2=C Cl CH3 ,76.52510071,0.9085,295.799,478.000,47.100,0.234,0.1525,0.453674,0.00214108,-2.63688E-07,-6.52668E-10,2.54348E-13,-21.00,24.70,-1.95E+01,1.38E-01,3.54E-05
558-17-8,2-IOD0-2-METHYLPROPANE,C4H91,MISC,,184.02,1.5360,373.160,587.900,38.820,0.337,0.1790,-0.028893599,0.002832083,-2.14075E-06,6.54385E-10,0,-73.64,23.64,-1.14E-01,4.17E-01,1.15E-08
558-30-5,12-Ep-2-M-C3,C4H8O        ,Misc,(CH3)2 H2COC ,72.10690308,0.8172,324.650,521.000,46.600,0.242,0.1709,-0.17947,0.0060938,-3.3945E-06,4.8564E-10,1.44495E-13,-130.80,,-1.31E+02,3.39E-01,3.08E-05
558-37-2,33M-1-butene,C6H12        ,N,(CH3)3 C CH2=CH ,84.16190338,0.6577,314.388,490.371,31.509,0.343,0.1379,0.196,0.005622,-1.98116E-06,0,0,-61.55,98.16,-4.59E+01,4.68E-01,4.56E-05
560-21-4,233-Mpentane,C8H18        ,PN,(CH3)5 CH2 CH C ,114.2320023,0.7297,387.914,573.559,28.199,0.455,0.2900,0.094612,0.005681,-2.0603E-06,0,0,-216.59,18.56,-2.21E+02,7.83E-01,6.24E-05
560-23-6,233M1pentene,C8H16        ,N,(CH3)4 CH2 C CH2=C ,112.2080002,0.7389,381.459,569.260,26.861,0.457,0.2335,0.0408199,0.0056876,-2.06927E-06,0,0,-101.56,,-1.01E+02,6.50E-01,6.57E-05
5617-41-4,n-Heptylcyclohexane,C13H26,MISC,,182.348,0.8070,518.060,708.630,19.560,0.697,0.4980,0.910347248,0.007543817,-4.38941E-06,9.50874E-10,0,-275.01,81.67,-2.83E-01,1.20E+00,8.00E-08
5617-42-5,n-Heptylcyclopentane,C12H24,MISC,,168.322,0.8060,497.300,679.000,19.400,0.649,0.5150,-0.411758415,0.007618731,-4.82747E-06,1.27013E-09,0,-230.12,86.61,-2.37E-01,1.06E+00,8.50E-08
56-23-5,CCl4,CCl4         ,HAL,CCl4 ,153.8220062,1.6028,349.898,556.400,45.600,0.276,0.1930,0.26489,0.00133291,-1.47659E-06,5.75252E-10,0,-100.49,-53.53,-1.01E+02,1.46E-01,-8.68E-06
562-49-2,33-Mpentane,C7H16        ,PN,(CH3)4 (CH2)2 C ,100.2050018,0.6970,359.209,536.398,29.455,0.414,0.2870,0.15559,0.00565558,-2.02634E-06,0,0,-201.69,3.50,-2.05E+02,6.79E-01,5.63E-05
563-16-6,33-Mhexane,C8H18        ,PN,(CH3)4 (CH2)3 C ,114.2320023,0.7135,385.122,562.020,26.536,0.443,0.3260,0.15289,0.00566858,-2.04386E-06,0,0,-220.29,13.68,-2.24E+02,7.77E-01,6.23E-05
5634-30-0,n-Dodecylcyclopentane,C17H34,MISC,,238.456,0.8120,584.060,755.170,14.030,0.929,0.6690,-0.317798671,0.007412688,-4.62224E-06,1.18592E-09,0,-335.89,125.94,-3.45E-01,1.54E+00,1.15E-07
563-45-1,3M-1-butene,C5H10        ,N,(CH3)2 CH CH2=CH ,70.13500214,0.6319,293.204,450.371,35.163,0.302,0.2090,0.3098,0.0055456,-0.000005145,1.85266E-09,0,-28.97,76.00,-3.08E+01,3.43E-01,3.24E-05
563-46-2,2M-1-butene,C5H10        ,N,(CH3)2 CH2 CH2=C ,70.13500214,0.6550,304.303,465.371,34.474,0.290,0.2319,-0.034226647,0.006428586,-3.86352E-06,1.1533E-09,-1.34823E-13,-36.34,65.61,-3.84E+01,3.37E-01,3.68E-05
563-78-0,23M-1-butene,C6H12        ,N,(CH3)3 CH CH2=C ,84.16190338,0.6822,328.756,500.928,32.426,0.343,0.2500,0.135,0.005643,-2.00993E-06,0,0,-66.36,79.04,-5.80E+01,4.47E-01,3.77E-05
563-79-1,23M-2-butene,C6H12        ,N,(CH3)4 C=C ,84.16190338,0.7121,346.350,524.260,33.639,0.351,0.2682,0.0584349,0.0056676,-2.04239E-06,0,0,-69.84,75.86,-6.19E+01,4.45E-01,5.01E-05
563-80-4,M-iP-Ketone,C5H10O       ,KET,(CH3)2 CH CH3CO ,86.13400269,0.8150,367.500,553.400,38.500,0.310,0.3500,-0.0338535,0.0057983,-3.40965E-06,7.74292E-10,0,-262.39,-139.30,-2.62E+02,3.96E-01,4.18E-05
564-02-3,223-Mpentane,C8H18        ,PN,(CH3)5 CH2 CH C ,114.2320023,0.7193,382.993,563.500,27.296,0.436,0.2970,0.124498,0.005673,-2.04986E-06,0,0,-220.29,17.97,-2.24E+02,7.89E-01,6.25E-05
56-40-6,Glycine,C2H5NO2      ,Misc,COOH CH2NH2 ,75.06719971,1.4812,699.000,1021.000,67.400,0.234,0.6860,0.18233,0.004031,-2.88798E-06,1.08488E-09,-1.8537E-13,-392.10,,-3.92E+02,3.02E-01,2.21E-05
565-59-3,23-Mpentane,C7H16        ,PN,(CH3)4 CH2 (CH)2 ,100.2050018,0.6987,362.928,537.348,29.080,0.393,0.3050,0.157998,0.005657,-2.0282E-06,0,0,-199.39,5.82,-2.03E+02,6.65E-01,5.63E-05
565-61-7,3M2Pentanone,C6H12O       ,KET,CH3CO CH CH2 (CH3)2 ,100.1610031,0.8168,390.549,573.000,33.200,0.369,0.3854,-0.21507,0.00628996,-3.7992E-06,8.40692E-10,5.633E-14,-281.00,,-2.81E+02,4.92E-01,5.49E-05
565-69-5,E2C3Ketone,C6H12O       ,KET,CH2CO (CH3)3 CH ,100.1610031,0.8170,386.549,567.000,33.200,0.369,0.3911,0.471007,0.00262396,3.54222E-06,-5.61924E-09,2.14332E-12,-286.10,-133.00,-2.85E+02,4.95E-01,5.37E-05
565-75-3,234-Mpentane,C8H18        ,PN,(CH3)5 (CH)3 ,114.2320023,0.7226,386.622,566.408,27.296,0.461,0.3200,0.109999,0.0056756,-2.05319E-06,0,0,-217.59,19.28,-2.22E+02,7.87E-01,6.23E-05
565-80-0,DiIPKetone,C7H14O       ,Misc,,114.1880035,0.9224,397.549,576.000,30.200,0.416,0.4053,-0.547671,0.00796094,-6.72735E-06,3.1845E-09,-6.39615E-13,-311.40,-132.00,-3.11E+02,5.81E-01,6.46E-05
56-81-5,Glycerol,C3H8O3       ,Misc,(CH2)2 CH (OH)3 ,92.09500122,1.2620,562.000,725.000,66.700,0.255,1.5084,0.0915316,0.00482644,-3.43239E-06,1.01895E-09,0,-585.28,-448.49,-5.85E+02,4.81E-01,3.51E-05
56-86-0,L-GlutamAcid,C5H9NO4      ,Misc,(CH2)2 CHNH2 (COOH)2 ,147.1309967,1.1154,591.000,782.000,41.300,0.420,1.1835,0.71701,0.0014611,1.58391E-06,-2.40156E-09,8.164E-13,-824.00,-636.00,-8.23E+02,5.80E-01,3.70E-05
56-87-1,Lysine,C6H14N2O2    ,Misc,(CH2)3 CHNH2 CH2NH2 COOH ,146.1889954,0.9572,615.000,821.000,35.300,0.502,1.0127,0.19238,0.0047546,-2.76246E-06,5.6576E-10,2.56665E-14,-461.00,-218.00,-4.61E+02,8.00E-01,5.26E-05
57018-52-7,PGlyTBEther,C7H16O2      ,Misc,(CH3)4 CH C OH CH2O ,132.2030029,0.8757,417.148,567.000,29.900,0.433,0.7738,-0.44566,0.0077043,-5.87763E-06,1.78824E-09,-8.80215E-15,-553.90,,-5.54E+02,7.89E-01,6.45E-05
57-10-3,1C16oicAcid,C16H32O2     ,Misc,COOH (CH2)14 CH3 ,256.428009,0.8824,624.150,775.000,15.000,0.917,1.0830,-0.218587,0.00706668,-5.27031E-06,2.12826E-09,-3.67859E-13,-737.00,-274.00,-7.37E+02,1.52E+00,1.23E-04
57-11-4,StearicAcid,C18H36O2     ,Misc,COOH (CH2)16 CH3 ,284.4830017,0.8825,648.348,799.000,13.500,1.020,1.0841,0.0312799,0.00594754,-3.21096E-06,5.73796E-10,2.5704E-14,-781.10,-244.40,-7.81E+02,1.71E+00,1.34E-04
57-14-7,11MHydrazine,C2H8N2       ,MISC,,60.11000061,0.7921,336.148,508.898,57.370,0.218,0.4619,-0.307829,0.00607158,-2.581E-06,0,0,-32.77,,-3.28E+01,-3.28E+01,-3.28E+01
571-58-4,14MNaphthaln,C12H12       ,AMR,(AC)2 (ACH)6 (ACCH3)2 ,156.2290039,1.0206,540.500,776.799,30.100,0.521,0.4430,-0.38061,0.00652434,-4.68906E-06,1.32553E-09,4.06879E-21,82.51,216.90,7.95E+01,4.48E-01,3.82E-05
571-61-9,"1,5-DIMETHYLNAPHTHALENE",C12H12,MISC,,156.227,0.0000,538.160,773.470,30.060,0.522,0.4430,-0.380619227,0.00652448,-4.6892E-06,1.32557E-09,0,81.80,216.19,7.88E-02,4.48E-01,3.83E-08
573-98-8,12MNaphthaln,C12H12       ,AMR,(AC)2 (ACCH3)2 (ACH)6 ,156.2290039,1.0220,539.500,775.299,30.100,0.521,0.4430,-0.38061,0.00652434,-4.68906E-06,1.32553E-09,4.06879E-21,83.55,216.23,8.06E+01,4.42E-01,3.83E-05
57-50-1,Sucrose,C12H22O11    ,Misc,,342.2990112,1.5157,735.000,1063.000,26.900,0.761,0.3696,-0.172813,0.00505754,-3.41028E-06,9.46552E-10,-5.87585E-14,-2221.69,,,2.26E+00,8.48E-05
575-37-1,17MNaphthlen,C12H12       ,AMR,(AC)2 (ACH)6 (ACCH3)2 ,156.2290039,1.0155,536.200,770.598,30.100,0.521,0.4430,-0.33133,0.00628814,-4.40169E-06,1.21563E-09,1.70767E-21,81.70,213.72,7.90E+01,4.39E-01,3.96E-05
575-41-7,13MNaphthaln,C12H12       ,AMR,(AC)2 (ACH)6 (ACCH3)2 ,156.2290039,1.0185,538.500,773.799,30.100,0.521,0.4430,-0.33133,0.00628814,-4.40169E-06,1.21563E-09,1.70767E-21,81.70,213.72,7.90E+01,4.39E-01,3.96E-05
575-43-9,16MNaphthlen,C12H12       ,AMR,(AC)2 (ACH)6 (ACCH3)2 ,156.2290039,1.0061,536.200,770.598,30.100,0.521,0.4430,-0.33133,0.00628814,-4.40169E-06,1.21563E-09,1.70767E-21,82.51,210.90,7.97E+01,4.39E-01,3.96E-05
57-55-6,12-C3diol,C3H8O2       ,MISC,CH3 CH2 CH (OH)2 ,76.09600067,1.0411,460.500,625.000,60.700,0.237,1.1065,0.0083107,0.0055388,-3.91995E-06,1.17704E-09,0,-424.18,-304.48,-4.24E+02,4.00E-01,3.49E-05
5756-43-4,E_n-H_Ether,C8H18O       ,Misc,(CH2)5 (CH3)2 CH2O ,130.2299957,0.7775,417.150,583.000,24.600,0.487,0.4944,0.070171,0.005668,-2.27244E-06,-3.73052E-10,3.8159E-13,-333.70,,-3.33E+02,7.92E-01,7.38E-05
57-57-8,betaPLactone,C3H4O2       ,Misc,(CH2)2 COO ,72.06340027,1.2738,435.148,685.000,69.000,0.195,0.3447,0.0241997,0.0039744,-2.26488E-06,4.76452E-10,0,-297.05,-238.25,-2.97E+02,2.15E-01,1.93E-05
576-26-1,26-Xylenol,C8H10O       ,Misc,(ACH)3 (ACCH3)2 ACOH ,122.1660004,0.8922,474.200,700.000,42.600,0.520,0.4553,-0.0127131,0.00525704,-3.16506E-06,7.23512E-10,0,-161.89,-38.89,-1.62E+02,4.14E-01,3.44E-05
